rank,source_row_index,client_id,fraud_risk_score,profile_fraud_label,split,model_name,tx_count_total,tx_amount_sum,tx_amount_mean,tx_freq_per_day,top_email_domain,identity_present,low_history_flag,history_support_score
18,153964,18195_225.0_109,0.9989838350293588,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
19,51539,5313_204.0_76,0.9989829986029295,1,test,catboost_v1_1_longrun,1,275.0,275.0,1.0,gmail.com,1,1,0.1
20,152429,1546_204.0_85,0.998924865447197,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
21,148688,15066_269.0_95,0.9989144312257436,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
22,163573,16659_226.0_95,0.9989128749248328,1,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
23,117403,6019_433.0_19,0.9988781365004447,1,test,catboost_v1_1_longrun,1,250.0,250.0,1.0,gmail.com,1,1,0.1
24,55109,10616_170.0_40,0.9988416087115802,1,train,catboost_v1_1_longrun,1,250.0,250.0,1.0,gmail.com,1,1,0.1
25,147444,6288_191.0_35,0.9988414307607405,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
26,162274,10486_184.0_107,0.9987840374182765,1,test,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
27,72811,8507_184.0_107,0.9987824526575284,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
28,165555,17070_356.0_18,0.998755003997492,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,outlook.com,1,1,0.1
29,62360,12557_441.0_76,0.9987307122781104,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
30,148251,3682_272.0_109,0.9986931232440597,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
31,13081,4151_204.0_101,0.99858346312695,1,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
32,137832,17580_184.0_107,0.9985681484146397,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
33,168838,15837_325.0_64,0.9985296440208573,1,train,catboost_v1_1_longrun,1,200.0,200.0,1.0,mail.com,1,1,0.1
34,47159,12116_123.0_20,0.9985270815199144,1,train,catboost_v1_1_longrun,1,465.0,465.0,1.0,gmail.com,1,1,0.1
35,116242,15773_325.0_174,0.9985091284864279,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,outlook.com,1,1,0.1
36,3230,5097_264.0_45,0.9985025202809642,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,mail.com,1,1,0.1
37,12324,1047_204.0_96,0.9984580876136174,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
38,2977,9484_485.0_35,0.9984362115320852,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
39,65185,15053_356.0_121,0.9983841180795865,1,train,catboost_v1_1_longrun,1,50.0,50.0,1.0,protonmail.com,1,1,0.1
40,10056,2089_296.0_84,0.9983719194659458,1,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
41,22101,4151_203.0_20,0.9983583475457593,1,train,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
42,17385,6019_181.0_35,0.9983472089165065,1,train,catboost_v1_1_longrun,1,375.0,375.0,1.0,gmail.com,1,1,0.1
43,160533,14210_476.0_170,0.9982363244890526,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
44,21029,4151_272.0_14,0.9982100608233858,1,train,catboost_v1_1_longrun,1,480.0,480.0,1.0,gmail.com,1,1,0.1
45,23101,4151_299.0_18,0.9981755121536132,1,train,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
46,11037,12116_191.0_15,0.998151039044124,1,train,catboost_v1_1_longrun,1,480.0,480.0,1.0,gmail.com,1,1,0.1
47,105587,8695_337.0_35,0.9980575954603834,1,train,catboost_v1_1_longrun,1,375.0,375.0,1.0,gmail.com,1,1,0.1
48,15588,13052_191.0_15,0.9980097282019995,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
49,101824,10486_448.0_163,0.9980048636669694,1,val,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
50,47839,18097_126.0_107,0.9979913373104998,1,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
51,60173,6344_204.0_86,0.9979697783922341,1,train,catboost_v1_1_longrun,2,350.0,175.0,2.0,protonmail.com,1,1,0.2
52,93265,10486_330.0_107,0.9979355813315836,1,val,catboost_v1_1_longrun,1,350.0,350.0,1.0,yahoo.com,1,1,0.1
53,3988,6053_299.0_26,0.9978480690688606,1,train,catboost_v1_1_longrun,2,750.0,375.0,2.0,gmail.com,1,1,0.2
54,110806,4141_310.0_76,0.9978306106068665,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
55,143347,9026__119,0.9977919324176113,1,train,catboost_v1_1_longrun,36,1850.615,51.40597222222223,0.8067651658182023,gmail.com,1,0,1.0
56,120466,7585_231.0_118,0.9977367479674288,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
57,88733,18227_299.0_84,0.9977019428032903,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
58,14135,6019_315.0_54,0.9976848102669968,1,train,catboost_v1_1_longrun,1,1000.0,1000.0,1.0,gmail.com,1,1,0.1
59,80659,9043_226.0_95,0.9976673503224126,1,train,catboost_v1_1_longrun,2,600.0,300.0,2.0,gmail.com,1,1,0.2
60,58110,16075_220.0_13,0.9976650756046146,1,val,catboost_v1_1_longrun,1,200.0,200.0,1.0,gmail.com,1,1,0.1
61,8040,16075_384.0_161,0.9975933855463102,1,train,catboost_v1_1_longrun,1,600.0,600.0,1.0,gmail.com,1,1,0.1
62,50627,11319_191.0_76,0.9975888056506206,1,test,catboost_v1_1_longrun,1,200.0,200.0,1.0,gmail.com,1,1,0.1
63,100840,17188__76,0.9975525905228529,1,train,catboost_v1_1_longrun,1,275.0,275.0,1.0,gmail.com,1,1,0.1
64,129084,4141_177.0_14,0.9975408726706623,1,train,catboost_v1_1_longrun,3,550.0,183.3333333333333,0.6139401360995378,gmail.com,1,1,0.3
65,166000,15773_123.0_174,0.9975381206210167,1,train,catboost_v1_1_longrun,2,1000.0,500.0,2.0,outlook.com,1,1,0.2
66,146507,4425_441.0_35,0.9974600224221458,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
67,53961,9026__116,0.9973665767773328,1,train,catboost_v1_1_longrun,16,1071.2810000000002,66.95506250000001,0.2776297201972809,gmail.com,1,0,1.0
68,18855,6019_264.0_35,0.9973391686323901,1,train,catboost_v1_1_longrun,1,375.0,375.0,1.0,gmail.com,1,1,0.1
69,34241,10361_325.0_50,0.9973105389722157,1,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
70,130172,17099_264.0_142,0.9972432415116573,1,train,catboost_v1_1_longrun,1,475.0,475.0,1.0,gmail.com,1,1,0.1
71,73396,3682_299.0_70,0.997142201856427,1,val,catboost_v1_1_longrun,3,825.0,275.0,3.0,gmail.com,1,1,0.3
72,157368,4151_387.0_12,0.9971199529102001,1,test,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
73,76981,1486_308.0_148,0.9971168394417258,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,yahoo.com,1,1,0.1
74,28682,5173_264.0_91,0.9971055972857954,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,yahoo.com,1,1,0.1
75,87970,2039_327.0_65,0.9970083779970597,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
76,16480,10145_220.0_49,0.9970041541204618,1,train,catboost_v1_1_longrun,1,400.0,400.0,1.0,gmail.com,1,1,0.1
77,152206,16062__117,0.9969958154925884,1,train,catboost_v1_1_longrun,5,329.53,65.90599999999999,5.0,gmail.com,1,0,0.5
78,80919,2801__172,0.9969950636679334,1,train,catboost_v1_1_longrun,1,304.879,304.879,1.0,gmail.com,1,1,0.1
79,75443,5580_123.0_43,0.9969943886857664,1,val,catboost_v1_1_longrun,1,100.0,100.0,1.0,icloud.com,1,1,0.1
80,132540,18318_184.0_32,0.9969868119140729,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
81,23416,15765_337.0_82,0.9969658794046747,0,val,catboost_v1_1_longrun,3,1350.0,450.0,3.0,gmail.com,1,1,0.3
82,73052,10087_325.0_64,0.9968998558530384,1,train,catboost_v1_1_longrun,2,400.0,200.0,2.0,mail.com,1,1,0.2
83,155391,16075_315.0_59,0.9968729582371513,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
84,140663,3094_191.0_111,0.9968056345924218,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
85,87982,2256__117,0.9967905772092645,1,val,catboost_v1_1_longrun,19,1366.3079999999998,71.91094736842103,19.0,gmail.com,1,0,1.0
86,156469,9026__172,0.9967850141718647,1,test,catboost_v1_1_longrun,10,725.5269999999999,72.55269999999999,10.0,gmail.com,1,0,1.0
87,114436,6280_272.0_70,0.9967275993557995,1,train,catboost_v1_1_longrun,3,1200.0,400.0,3.0,gmail.com,1,1,0.3
88,136153,4141_476.0_46,0.9966347799844396,1,train,catboost_v1_1_longrun,1,250.0,250.0,1.0,gmail.com,1,1,0.1
89,143652,11015_325.0_85,0.9966285855252204,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
90,60134,9350_299.0_71,0.9966036868264707,1,train,catboost_v1_1_longrun,2,800.0,400.0,2.0,gmail.com,1,1,0.2
91,27258,6590_299.0_66,0.9966022568444488,1,train,catboost_v1_1_longrun,1,200.0,200.0,1.0,gmail.com,1,1,0.1
92,29928,4504__76,0.9965999150682026,1,train,catboost_v1_1_longrun,10,506.01700000000005,50.60170000000001,1.6537467700258397,gmail.com,1,0,1.0
93,99909,16659_512.0_107,0.9965936989837384,1,test,catboost_v1_1_longrun,1,200.0,200.0,1.0,gmail.com,1,1,0.1
94,88459,2744_204.0_148,0.9965765091729089,1,train,catboost_v1_1_longrun,1,400.0,400.0,1.0,gmail.com,1,1,0.1
95,61459,16822_325.0_84,0.9965170648764855,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
96,126337,10616_264.0_85,0.9964907171527476,0,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
97,114265,9026__120,0.9964103165903218,1,train,catboost_v1_1_longrun,24,1399.952,58.33133333333333,1.6347575180634557,gmail.com,1,0,1.0
98,159369,10493_387.0_8,0.9963484576734849,1,train,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
99,112823,17714_123.0_9,0.996325218694306,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
100,57026,10568__163,0.9963053523042832,1,test,catboost_v1_1_longrun,7,299.654,42.80771428571428,7.0,gmail.com,1,0,0.7
101,38810,9917__111,0.9962258539326255,1,train,catboost_v1_1_longrun,16,786.7,49.16875,5.466213784949723,gmail.com,1,0,1.0
102,114323,4199_123.0_43,0.9962174851157233,1,test,catboost_v1_1_longrun,1,100.0,100.0,1.0,icloud.com,1,1,0.1
103,69021,16075_384.0_160,0.9962057802824246,1,train,catboost_v1_1_longrun,2,600.0,300.0,2.0,gmail.com,1,1,0.2
104,141090,15007_299.0_109,0.9961860818916991,1,train,catboost_v1_1_longrun,2,1000.0,500.0,2.0,gmail.com,1,1,0.2
105,141198,10487_226.0_106,0.9961254914652757,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
106,65650,8755__150,0.9961215157217755,1,train,catboost_v1_1_longrun,10,327.31999999999994,32.73199999999999,1.0482701722244805,gmail.com,1,0,1.0
107,47442,17217_494.0_8,0.9961157619538832,0,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
108,6638,3621_356.0_32,0.9961028109894745,1,test,catboost_v1_1_longrun,1,500.0,500.0,1.0,outlook.com,1,1,0.1
109,82126,10486_512.0_60,0.9961010885380326,1,val,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
110,81506,2154_325.0_64,0.9960339519214259,1,train,catboost_v1_1_longrun,2,400.0,200.0,2.0,mail.com,1,1,0.2
111,51475,3682_123.0_70,0.9959570489856102,1,test,catboost_v1_1_longrun,1,275.0,275.0,1.0,gmail.com,1,1,0.1
112,3064,8349_476.0_170,0.9959175879468538,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
113,47909,13249_299.0_112,0.9959014171628899,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
114,132728,13998_343.0_171,0.9958905076995103,1,train,catboost_v1_1_longrun,1,125.0,125.0,1.0,outlook.com,1,1,0.1
115,39569,10486_337.0_114,0.995872712437318,1,train,catboost_v1_1_longrun,1,325.0,325.0,1.0,mail.com,1,1,0.1
116,3939,7508_299.0_65,0.9958554446675699,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
117,5537,6354_191.0_14,0.9958241178813232,1,train,catboost_v1_1_longrun,1,465.0,465.0,1.0,gmail.com,1,1,0.1
118,82087,1342_299.0_143,0.9957692888922757,1,train,catboost_v1_1_longrun,1,475.0,475.0,1.0,gmail.com,1,1,0.1
119,86026,13858_299.0_115,0.9957676327274243,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
120,62192,12116_220.0_76,0.9956654263383623,1,train,catboost_v1_1_longrun,3,1050.0,350.0,1.6948820056103735,yahoo.com,1,1,0.3
121,30282,4497_315.0_73,0.9956284151704023,1,train,catboost_v1_1_longrun,1,200.0,200.0,1.0,yahoo.com,1,1,0.1
122,79731,6344_123.0_11,0.9956111487205542,0,test,catboost_v1_1_longrun,1,300.0,300.0,1.0,mail.com,1,1,0.1
123,124071,16068_325.0_103,0.9954865243214565,1,val,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
124,132368,2801__119,0.9954657004914806,1,val,catboost_v1_1_longrun,9,672.394,74.71044444444445,6.228772829221404,gmail.com,1,0,0.9
125,118995,15315__97,0.9954052742168371,1,train,catboost_v1_1_longrun,1,31.66,31.66,1.0,gmail.com,1,1,0.1
126,148177,5009__39,0.9953994387644615,1,test,catboost_v1_1_longrun,1,102.316,102.316,1.0,gmail.com,1,1,0.1
127,25510,4141_226.0_44,0.9953738578545805,1,train,catboost_v1_1_longrun,1,250.0,250.0,1.0,gmail.com,1,1,0.1
128,147841,9026__65,0.9953663390296849,1,train,catboost_v1_1_longrun,6,277.812,46.302,6.0,gmail.com,1,0,0.6
129,78387,12616__-491,0.9953531284572374,1,train,catboost_v1_1_longrun,211,12175.86,57.70549763033176,1.4440168991419495,gmail.com,1,0,1.0
130,150989,3821_264.0_3,0.9953305292357801,1,val,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
131,54235,15359_204.0_106,0.9953272886154609,1,train,catboost_v1_1_longrun,4,1400.0,350.0,4.0,gmail.com,1,1,0.4
132,54205,2256__125,0.9953183286529488,1,test,catboost_v1_1_longrun,10,827.7669999999999,82.77669999999999,0.7300713340532647,gmail.com,1,0,1.0
133,161959,14276__18,0.995247797455842,1,train,catboost_v1_1_longrun,8,382.681,47.835125000000005,8.0,gmail.com,1,0,0.8
134,157346,8755__65,0.9950814656840428,1,train,catboost_v1_1_longrun,7,426.656,60.950857142857146,7.0,gmail.com,1,0,0.7
135,133106,10024_272.0_70,0.9950742677886719,1,train,catboost_v1_1_longrun,1,75.0,75.0,1.0,anonymous.com,1,1,0.1
136,98943,10876__148,0.9949703366162148,1,train,catboost_v1_1_longrun,3,311.211,103.737,0.567245510947707,gmail.com,1,1,0.3
137,6232,8755__147,0.9949471603639044,1,train,catboost_v1_1_longrun,10,431.731,43.1731,10.0,gmail.com,1,0,1.0
138,37275,16326_184.0_133,0.994935300467603,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
139,101848,15944__155,0.9949289768701546,1,train,catboost_v1_1_longrun,5,216.718,43.3436,2.5147860103385646,gmail.com,1,0,0.5
140,52061,11942_310.0_124,0.9949092417509229,1,train,catboost_v1_1_longrun,1,500.0,500.0,1.0,gmail.com,1,1,0.1
141,113370,6344_315.0_86,0.9948878593490784,1,train,catboost_v1_1_longrun,2,350.0,175.0,2.0,protonmail.com,1,1,0.2
142,140122,10568__162,0.9948338420937178,1,train,catboost_v1_1_longrun,4,173.084,43.271,4.0,hotmail.com,1,1,0.4
143,122537,11233_324.0_134,0.9948165268218134,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
144,78496,1068_299.0_115,0.9948004539808112,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
145,140298,9026__150,0.9947898714467313,1,train,catboost_v1_1_longrun,7,271.805,38.82928571428572,7.0,gmail.com,1,0,0.7
146,86676,6019_512.0_122,0.9947522345799679,1,train,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
147,118424,4504__126,0.994712651352911,1,train,catboost_v1_1_longrun,5,323.077,64.6154,5.0,hotmail.com,1,0,0.5
148,46918,1171_191.0_125,0.9946070173988497,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
149,69690,12116_123.0_33,0.9945855775482015,1,train,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
150,31047,4577_315.0_27,0.9945569953480053,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
151,34888,3698_330.0_28,0.994524453260928,1,train,catboost_v1_1_longrun,14,3380.0,241.42857142857144,3.95806337613382,gmail.com,1,0,1.0
152,153366,13413__172,0.994511384840829,1,train,catboost_v1_1_longrun,6,580.309,96.71816666666666,3.3494863345609613,gmail.com,1,0,0.6
153,99043,13186_485.0_174,0.9945097649844523,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
154,29371,6019_472.0_160,0.9944858092035074,1,train,catboost_v1_1_longrun,1,600.0,600.0,1.0,gmail.com,1,1,0.1
155,58998,2256__123,0.9944609395140205,1,train,catboost_v1_1_longrun,18,837.976,46.55422222222222,11.780747204799564,gmail.com,1,0,1.0
156,60844,3682_123.0_43,0.9943959787113389,1,train,catboost_v1_1_longrun,2,159.0,79.5,2.0,icloud.com,1,1,0.2
157,169613,11626__22,0.9943856527441081,1,train,catboost_v1_1_longrun,2,57.717,28.8585,2.0,gmail.com,1,1,0.2
158,159079,2616_448.0_163,0.9943443390692566,1,val,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
159,111398,16075_472.0_100,0.9943094485516306,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
160,126494,6019_436.0_102,0.9942714748194595,1,val,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
161,10331,15066_330.0_151,0.9942338699009442,1,train,catboost_v1_1_longrun,27,2015.0,74.62962962962963,0.8646010578465103,gmail.com,1,0,1.0
162,157972,15885__163,0.9942198731923098,1,train,catboost_v1_1_longrun,78,2308.4330000000004,29.59529487179488,4.837240550649552,gmail.com,1,0,1.0
163,163949,16062__-402,0.9941245415500373,1,val,catboost_v1_1_longrun,2,174.709,87.3545,0.1109728232179806,gmail.com,1,1,0.2
164,2795,12521_476.0_65,0.9939794110722312,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
165,170537,14479_337.0_96,0.9939530929736319,1,train,catboost_v1_1_longrun,1,125.0,125.0,1.0,gmail.com,1,1,0.1
166,40471,3821_330.0_122,0.9939419889910887,1,val,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
167,111772,13171_325.0_71,0.9938683946926348,1,test,catboost_v1_1_longrun,1,400.0,400.0,1.0,gmail.com,1,1,0.1
168,79165,3901__107,0.9938650564583832,1,val,catboost_v1_1_longrun,2,143.075,71.5375,0.8477278636571018,gmail.com,1,1,0.2
169,107937,16889_325.0_41,0.9938413953723152,1,val,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
170,158749,13979_512.0_96,0.9937892010783673,1,train,catboost_v1_1_longrun,1,600.0,600.0,1.0,yahoo.com,1,1,0.1
171,63458,7585_299.0_76,0.9937689250112551,1,train,catboost_v1_1_longrun,8,2053.9700000000003,256.74625000000003,8.0,gmail.com,1,0,0.8
172,17184,17644_299.0_149,0.9937365317259557,1,train,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
173,112232,10086__112,0.9937129059068273,1,val,catboost_v1_1_longrun,5,218.24,43.648,4.609819342033656,gmail.com,1,0,0.5
174,115916,4141_472.0_11,0.9937011410147518,1,train,catboost_v1_1_longrun,3,450.0,150.0,3.0,gmail.com,1,1,0.3
175,137256,10476_310.0_18,0.9936879455195436,0,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
176,43745,9633__160,0.9936877414123783,1,test,catboost_v1_1_longrun,22,1342.4799999999996,61.02181818181816,0.963960514538267,gmail.com,1,0,1.0
177,37833,13526_177.0_102,0.9936636932566325,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
178,76142,10568__156,0.9935975662878317,1,train,catboost_v1_1_longrun,11,617.6270000000002,56.14790909090911,1.6555501167978066,gmail.com,1,0,1.0
179,160231,9719_299.0_60,0.9935738410397884,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
180,23825,5222_512.0_109,0.9935608429389535,1,train,catboost_v1_1_longrun,5,4446.0,889.2,1.90674599671616,mail.com,0,0,0.5
181,28010,3664_299.0_60,0.9935130720532058,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
182,48481,1976__117,0.9934600531919314,1,train,catboost_v1_1_longrun,21,2316.5060000000003,110.30980952380952,21.0,gmail.com,1,0,1.0
183,53337,17736_220.0_87,0.9934427418078567,1,train,catboost_v1_1_longrun,1,450.0,450.0,1.0,gmail.com,1,1,0.1
184,27686,7508_110.0_65,0.9934387493489304,1,val,catboost_v1_1_longrun,1,350.0,350.0,1.0,gmail.com,1,1,0.1
185,43718,15050_299.0_60,0.9933724481287338,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
186,67221,5938_337.0_54,0.9933490931627262,1,train,catboost_v1_1_longrun,1,275.0,275.0,1.0,gmail.com,1,1,0.1
187,137248,8900_231.0_75,0.9932909173440455,1,train,catboost_v1_1_longrun,1,100.0,100.0,1.0,mail.com,1,1,0.1
188,55608,10165_428.0_176,0.9932843931554836,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
189,62219,9026__77,0.9932596233627288,1,val,catboost_v1_1_longrun,10,313.944,31.3944,5.552949040123913,gmail.com,1,0,1.0
190,20186,10568__155,0.993227557901888,1,train,catboost_v1_1_longrun,7,328.119,46.87414285714285,0.9215971913228456,gmail.com,1,0,0.7
191,173642,4141_337.0_9,0.9932224002397834,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
192,40589,9026__167,0.9932061310504365,1,train,catboost_v1_1_longrun,38,1619.447,42.617026315789474,3.1295396053760367,gmail.com,1,0,1.0
193,141591,2788_264.0_132,0.9931877571837214,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,anonymous.com,1,1,0.1
194,20600,15359_299.0_18,0.9931727383994454,1,train,catboost_v1_1_longrun,2,500.0,250.0,2.0,gmail.com,1,1,0.2
195,53348,6019_327.0_31,0.993163554052251,1,train,catboost_v1_1_longrun,2,300.0,150.0,2.0,gmail.com,1,1,0.2
196,83368,3821_181.0_176,0.9931174624839093,1,train,catboost_v1_1_longrun,1,150.0,150.0,1.0,gmail.com,1,1,0.1
197,18386,15333_448.0_90,0.9930716722881591,1,test,catboost_v1_1_longrun,2,325.0,162.5,2.0,yahoo.com,1,1,0.2
198,147849,3524_330.0_59,0.9930461426981467,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
199,4518,16385_299.0_60,0.9930287752261752,1,train,catboost_v1_1_longrun,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
200,98534,2616_472.0_170,0.9930237997795434,1,val,catboost_v1_1_longrun,1,300.0,300.0,1.0,gmail.com,1,1,0.1
