rank,fraud_risk_score,profile_fraud_label,line
56,0.9592750439859696,1,LightGBM all
57,0.9589284108634626,1,LightGBM all
58,0.9589143419362935,1,LightGBM all
59,0.9587311583767212,1,LightGBM all
60,0.957909241374438,1,LightGBM all
61,0.956839305653877,1,LightGBM all
62,0.9565176898189084,1,LightGBM all
63,0.956384270569502,1,LightGBM all
64,0.9561950044132153,1,LightGBM all
65,0.9559156664330268,1,LightGBM all
66,0.955527380954602,1,LightGBM all
67,0.9544237426648088,1,LightGBM all
68,0.9543137374511024,1,LightGBM all
69,0.9541993695639024,1,LightGBM all
70,0.9536636335932026,1,LightGBM all
71,0.9535496400077382,1,LightGBM all
72,0.9528664330634812,1,LightGBM all
73,0.9519554496014804,1,LightGBM all
74,0.9519386632448168,1,LightGBM all
75,0.9515017672271624,1,LightGBM all
76,0.951114086148146,1,LightGBM all
77,0.9498611028458968,1,LightGBM all
78,0.9494350015765688,1,LightGBM all
79,0.9492946224405054,1,LightGBM all
80,0.9491984801610428,1,LightGBM all
81,0.9491508498285764,1,LightGBM all
82,0.9479440504109052,1,LightGBM all
83,0.9475301988657536,1,LightGBM all
84,0.9474754144644612,1,LightGBM all
85,0.9474635635708007,1,LightGBM all
86,0.9474373505662936,1,LightGBM all
87,0.9472661411950966,1,LightGBM all
88,0.947221538483421,1,LightGBM all
89,0.9462051401784656,1,LightGBM all
90,0.945877578507334,1,LightGBM all
91,0.9441195491500288,1,LightGBM all
92,0.9439225872675244,1,LightGBM all
93,0.942715404258196,1,LightGBM all
94,0.942363988796008,1,LightGBM all
95,0.9413937243159508,1,LightGBM all
96,0.9412730063493604,1,LightGBM all
97,0.9411554813227462,1,LightGBM all
98,0.9409824484651048,1,LightGBM all
99,0.9408605963399383,1,LightGBM all
100,0.9397407298016228,1,LightGBM all
101,0.9395084260046548,1,LightGBM all
102,0.939182877827433,1,LightGBM all
103,0.9391291202863302,1,LightGBM all
104,0.9379099314411052,1,LightGBM all
105,0.9379063983883504,1,LightGBM all
106,0.9370725979059203,1,LightGBM all
107,0.9361744524298082,1,LightGBM all
108,0.936114328179691,1,LightGBM all
109,0.9360739016566764,1,LightGBM all
110,0.9354231560789632,1,LightGBM all
111,0.9353090070275476,1,LightGBM all
112,0.9347809580804486,1,LightGBM all
113,0.9341683336755692,1,LightGBM all
114,0.9337007340709906,1,LightGBM all
115,0.9336461951415204,1,LightGBM all
116,0.9323751487606444,1,LightGBM all
117,0.9320365420921984,1,LightGBM all
118,0.9319039769454964,1,LightGBM all
119,0.9317789814973872,1,LightGBM all
120,0.9315633721446972,1,LightGBM all
121,0.9313306946141954,1,LightGBM all
122,0.9304071279469788,1,LightGBM all
123,0.9301760946638076,1,LightGBM all
124,0.9301739477561048,1,LightGBM all
125,0.9301739477561048,1,LightGBM all
126,0.929798552211452,1,LightGBM all
127,0.929436473222935,1,LightGBM all
128,0.9291590770734872,1,LightGBM all
129,0.9291590770734872,1,LightGBM all
130,0.9291445139718578,1,LightGBM all
131,0.9289337111207536,1,LightGBM all
132,0.9288493570518735,1,LightGBM all
133,0.9287422738616,1,LightGBM all
134,0.9285326904586534,1,LightGBM all
135,0.9281782928782156,1,LightGBM all
136,0.9270022534557132,1,LightGBM all
137,0.9269947070639244,1,LightGBM all
138,0.9268236824653064,1,LightGBM all
139,0.9267961502136448,1,LightGBM all
140,0.9265909818850402,1,LightGBM all
141,0.9264972209429988,1,LightGBM all
142,0.9264364783958986,1,LightGBM all
143,0.9264314832865644,1,LightGBM all
144,0.9262552973967813,1,LightGBM all
145,0.9259915767519504,1,LightGBM all
146,0.925674837756968,1,LightGBM all
147,0.9255418914943424,1,LightGBM all
148,0.925467900142226,1,LightGBM all
149,0.9254038071502036,1,LightGBM all
150,0.9253063451147202,1,LightGBM all
151,0.9250633398615938,1,LightGBM all
152,0.9246803232456872,1,LightGBM all
153,0.9244390551886048,1,LightGBM all
154,0.924266966811174,1,LightGBM all
155,0.92415163607291,1,LightGBM all
156,0.9236168235330604,1,LightGBM all
157,0.92354249609078,1,LightGBM all
158,0.9221627199339786,1,LightGBM all
159,0.9219318906997128,1,LightGBM all
160,0.9218866290803964,1,LightGBM all
161,0.9217065271553542,1,LightGBM all
162,0.9214753815606328,1,LightGBM all
163,0.921172418730379,1,LightGBM all
164,0.9211504345499978,1,LightGBM all
165,0.9210199544831936,1,LightGBM all
166,0.920942322023092,0,LightGBM all
167,0.9206847115041576,1,LightGBM all
168,0.9205017252681263,1,LightGBM all
169,0.9201982073863078,1,LightGBM all
170,0.9200909455598824,1,LightGBM all
171,0.919787650692321,1,LightGBM all
172,0.9197325588981046,1,LightGBM all
173,0.9192663663367748,1,LightGBM all
174,0.9191038341904456,1,LightGBM all
175,0.9190541810913913,1,LightGBM all
176,0.918791069957169,1,LightGBM all
177,0.9178241568846366,1,LightGBM all
178,0.9176959016199818,1,LightGBM all
179,0.9175020875309948,1,LightGBM all
180,0.9174330095717116,1,LightGBM all
181,0.917196526497057,1,LightGBM all
182,0.9160584245466334,1,LightGBM all
183,0.9160490258918976,1,LightGBM all
184,0.9157967081574931,1,LightGBM all
185,0.914745106548804,1,LightGBM all
186,0.9147023349648142,1,LightGBM all
187,0.914490460221932,1,LightGBM all
188,0.9143994097058528,1,LightGBM all
189,0.9142107525191904,1,LightGBM all
190,0.9140041125467984,1,LightGBM all
191,0.91388924229477,1,LightGBM all
192,0.9137701387653198,1,LightGBM all
193,0.9125977506372264,1,LightGBM all
194,0.9125070690316682,1,LightGBM all
195,0.912174030953008,1,LightGBM all
196,0.9116419613841548,1,LightGBM all
197,0.9116228901245992,1,LightGBM all
198,0.9112001805034384,1,LightGBM all
199,0.9111974803803162,1,LightGBM all
200,0.9109479607468832,1,LightGBM all
201,0.9108872825879,1,LightGBM all
202,0.910441993543152,1,LightGBM all
203,0.9101897245458076,1,LightGBM all
204,0.9096435465484904,1,LightGBM all
205,0.909184852616574,1,LightGBM all
206,0.9091649468745048,1,LightGBM all
207,0.9090879503499424,1,LightGBM all
208,0.90820164759865,1,LightGBM all
209,0.907996886853315,1,LightGBM all
210,0.90798141944528,1,LightGBM all
211,0.907670806797115,1,LightGBM all
212,0.9076310595980368,1,LightGBM all
213,0.907593828662031,1,LightGBM all
214,0.9074623150144404,1,LightGBM all
215,0.9073142732081024,1,LightGBM all
216,0.9064230596500492,1,LightGBM all
217,0.9064132886360974,1,LightGBM all
218,0.906136339413965,1,LightGBM all
219,0.9060804676208388,1,LightGBM all
220,0.9060218691971372,1,LightGBM all
221,0.9052328957320562,1,LightGBM all
222,0.9048595403475888,1,LightGBM all
223,0.9046500205295708,1,LightGBM all
224,0.904012669296216,1,LightGBM all
225,0.9038319199209588,1,LightGBM all
226,0.9034469600428252,1,LightGBM all
227,0.9033128490426184,1,LightGBM all
228,0.9031420673467188,1,LightGBM all
229,0.9030488254541138,1,LightGBM all
230,0.9028553369404012,1,LightGBM all
231,0.9027543632583962,1,LightGBM all
232,0.9024629925700298,1,LightGBM all
233,0.9022376204409058,1,LightGBM all
234,0.9016101669294416,1,LightGBM all
235,0.9015338848522314,1,LightGBM all
236,0.9011603860847526,1,LightGBM all
237,0.901103795284978,1,LightGBM all
238,0.9009625007892044,1,LightGBM all
239,0.9008432621452184,1,LightGBM all
240,0.9005447013996605,1,LightGBM all
241,0.8987716211562096,1,LightGBM all
242,0.8986877785139259,1,LightGBM all
243,0.898671205327366,1,LightGBM all
244,0.8983601484243918,1,LightGBM all
245,0.8982374388857127,1,LightGBM all
246,0.898192613150953,1,LightGBM all
247,0.8977513199309874,1,LightGBM all
248,0.8976293999503747,1,LightGBM all
249,0.8975913579562087,1,LightGBM all
250,0.8972890632611981,1,LightGBM all
251,0.8971769054372405,1,LightGBM all
252,0.897096418748985,1,LightGBM all
253,0.8970795001296701,1,LightGBM all
254,0.8969626229419807,1,LightGBM all
255,0.8968857623079655,1,LightGBM all
256,0.8967108578707744,1,LightGBM all
257,0.896603397585834,1,LightGBM all
258,0.896410121387854,1,LightGBM all
259,0.8961902021243217,1,LightGBM all
260,0.8960108203606486,1,LightGBM all
261,0.8959278764368553,1,LightGBM all
262,0.8955827006446637,1,LightGBM all
263,0.8950362300439794,1,LightGBM all
264,0.8948904295801674,1,LightGBM all
265,0.8941441879620474,1,LightGBM all
266,0.8940367101195988,1,LightGBM all
267,0.893825231861827,1,LightGBM all
268,0.8935376801255619,1,LightGBM all
269,0.8929817607661192,1,LightGBM all
270,0.8927379114376527,1,LightGBM all
271,0.8926686195746589,1,LightGBM all
272,0.8923031400839807,1,LightGBM all
273,0.8922537729618096,1,LightGBM all
274,0.8918950563230625,1,LightGBM all
275,0.8914175416730566,1,LightGBM all
276,0.8911892313872719,1,LightGBM all
277,0.8910888604661589,1,LightGBM all
278,0.8908807805707047,1,LightGBM all
279,0.8906901442522297,1,LightGBM all
280,0.8904494506075699,1,LightGBM all
281,0.8904338393197254,1,LightGBM all
282,0.8903367254896426,1,LightGBM all
283,0.8902390593559707,1,LightGBM all
284,0.8902288988371233,1,LightGBM all
285,0.8901315722685568,1,LightGBM all
286,0.889641772035514,1,LightGBM all
287,0.8895315074810523,1,LightGBM all
288,0.889449817414418,1,LightGBM all
289,0.88944199437981,1,LightGBM all
290,0.8893179545586123,1,LightGBM all
291,0.8892579014278676,1,LightGBM all
292,0.8889672746913193,1,LightGBM all
293,0.8886898365617277,1,LightGBM all
294,0.8885719551227568,1,LightGBM all
295,0.888571566270274,1,LightGBM all
296,0.8884335331365665,1,LightGBM all
297,0.8883645418324595,1,LightGBM all
298,0.8883056014496378,1,LightGBM all
299,0.8882327900284228,1,LightGBM all
300,0.8881178289549551,1,LightGBM all
301,0.8879990640824617,1,LightGBM all
302,0.8876486255539322,1,LightGBM all
303,0.8871329109736595,1,LightGBM all
304,0.8868394917819873,1,LightGBM all
305,0.8867947025622737,1,LightGBM all
306,0.8865223337728848,1,LightGBM all
307,0.8864840409850124,1,LightGBM all
308,0.8864016627443144,1,LightGBM all
309,0.8862707887957968,1,LightGBM all
310,0.8862260724875862,1,LightGBM all
311,0.8861883272740119,1,LightGBM all
312,0.8860981519732444,1,LightGBM all
313,0.8858079286153239,1,LightGBM all
314,0.8857459210807416,1,LightGBM all
315,0.8853228945110563,1,LightGBM all
316,0.885119823605114,1,LightGBM all
317,0.8845211269393796,1,LightGBM all
318,0.8843673705927411,1,LightGBM all
319,0.8840282455215273,1,LightGBM all
320,0.8837768439493023,0,LightGBM all
321,0.8833524202625903,1,LightGBM all
322,0.8833041636201633,1,LightGBM all
323,0.8830853599491153,1,LightGBM all
324,0.8829331278077441,1,LightGBM all
325,0.8827449650113267,1,LightGBM all
326,0.8823641123517822,1,LightGBM all
327,0.8823095117623393,1,LightGBM all
328,0.8821620913791217,1,LightGBM all
329,0.881984084642451,1,LightGBM all
330,0.8817333654213856,1,LightGBM all
331,0.8816929989736206,1,LightGBM all
332,0.8814847219788744,1,LightGBM all
333,0.8808344210113596,1,LightGBM all
334,0.8808051805924323,1,LightGBM all
335,0.8806087616304544,1,LightGBM all
336,0.8799278407902071,1,LightGBM all
337,0.8797903430932644,1,LightGBM all
338,0.8797278838214625,1,LightGBM all
339,0.8796731654403446,1,LightGBM all
340,0.8796101082330964,1,LightGBM all
341,0.8794773745934082,1,LightGBM all
342,0.8793081832475759,1,LightGBM all
343,0.8791810186048414,1,LightGBM all
344,0.8791440999332623,1,LightGBM all
345,0.8791111263949042,1,LightGBM all
346,0.8789371224571781,1,LightGBM all
347,0.8787812764391804,1,LightGBM all
348,0.878744884641358,1,LightGBM all
349,0.8786359530822466,1,LightGBM all
350,0.8782957760271052,1,LightGBM all
351,0.8782023668961646,1,LightGBM all
352,0.87805111129286,1,LightGBM all
353,0.8779013881522265,1,LightGBM all
354,0.877581990034374,1,LightGBM all
355,0.877363043129389,1,LightGBM all
356,0.8770008392160711,1,LightGBM all
357,0.8769027437331932,1,LightGBM all
358,0.8767059569445675,1,LightGBM all
359,0.8764085240926656,1,LightGBM all
360,0.8763171286761207,1,LightGBM all
361,0.8762843909425861,1,LightGBM all
362,0.8760112547515146,1,LightGBM all
363,0.8756909997494265,1,LightGBM all
364,0.8755587568348749,1,LightGBM all
365,0.8748597173861968,1,LightGBM all
366,0.8748453567884391,1,LightGBM all
367,0.8747745285832195,1,LightGBM all
368,0.8743968576218094,1,LightGBM all
369,0.8743397186676577,1,LightGBM all
370,0.8742867024359064,1,LightGBM all
371,0.8741399185062771,1,LightGBM all
372,0.8740812775674792,1,LightGBM all
373,0.8740575564335363,1,LightGBM all
374,0.873796439383876,1,LightGBM all
375,0.8730119036159812,1,LightGBM all
376,0.8729920128221798,1,LightGBM all
377,0.87259758843077,1,LightGBM all
378,0.87259758843077,1,LightGBM all
379,0.8724351090608626,1,LightGBM all
380,0.872403691589724,1,LightGBM all
381,0.8723473615278656,1,LightGBM all
382,0.8723376121139603,1,LightGBM all
383,0.8723178924970356,1,LightGBM all
384,0.8721860617167523,1,LightGBM all
385,0.8717821390098547,1,LightGBM all
386,0.8715768562837669,1,LightGBM all
387,0.8715696210759154,0,LightGBM all
388,0.871512050245577,1,LightGBM all
389,0.8714928597282396,1,LightGBM all
390,0.871180613862808,1,LightGBM all
391,0.871086226542149,1,LightGBM all
392,0.8708237542891737,1,LightGBM all
393,0.8703876476003181,1,LightGBM all
394,0.8702238508971782,1,LightGBM all
395,0.8702072300757794,1,LightGBM all
396,0.8697406244338838,1,LightGBM all
397,0.8697196308097165,1,LightGBM all
398,0.8696999863603709,1,LightGBM all
399,0.8696613445272332,1,LightGBM all
400,0.8695414135379118,1,LightGBM all
401,0.8694872637046888,1,LightGBM all
402,0.8694665914002083,1,LightGBM all
403,0.8686227260804812,1,LightGBM all
404,0.8684041076478981,1,LightGBM all
405,0.8683819997639796,1,LightGBM all
406,0.8683296511978779,1,LightGBM all
407,0.8682583972047537,1,LightGBM all
408,0.8680164060812333,1,LightGBM all
409,0.8679560997184907,1,LightGBM all
410,0.8679485132483064,1,LightGBM all
411,0.8676356748433591,1,LightGBM all
412,0.8675496511361391,1,LightGBM all
413,0.8675043352758949,1,LightGBM all
414,0.8673441214994945,1,LightGBM all
415,0.8671946312452635,1,LightGBM all
416,0.8671905712762459,1,LightGBM all
417,0.8668804808390732,1,LightGBM all
418,0.8667062008919444,1,LightGBM all
419,0.8661796862450005,1,LightGBM all
420,0.8657488657816305,1,LightGBM all
421,0.865691407821784,1,LightGBM all
422,0.8656531146366258,1,LightGBM all
423,0.865626747278263,1,LightGBM all
424,0.8655671708226584,1,LightGBM all
425,0.8653629712772953,1,LightGBM all
426,0.8652114076376062,1,LightGBM all
427,0.8650735023487462,1,LightGBM all
428,0.8650442745742102,1,LightGBM all
429,0.8644656886272005,1,LightGBM all
430,0.8642086931654428,1,LightGBM all
431,0.8641267407010532,1,LightGBM all
432,0.8640085850270389,1,LightGBM all
433,0.8637539290105363,1,LightGBM all
434,0.8633724734748458,1,LightGBM all
435,0.8633390068850504,1,LightGBM all
436,0.8630983107811528,1,LightGBM all
437,0.8628665030637264,1,LightGBM all
438,0.8628497235802739,0,LightGBM all
439,0.8627803454225184,1,LightGBM all
440,0.8627500822585162,1,LightGBM all
441,0.8623055702392228,1,LightGBM all
442,0.8622696639668674,1,LightGBM all
443,0.8622215344530632,1,LightGBM all
444,0.8620263411370067,1,LightGBM all
445,0.861916604113436,1,LightGBM all
446,0.8616185923941264,1,LightGBM all
447,0.8616014474789679,1,LightGBM all
448,0.8615430771537661,1,LightGBM all
449,0.861532104846443,1,LightGBM all
450,0.8614810698987305,1,LightGBM all
451,0.8611436133025465,1,LightGBM all
452,0.861120860359195,1,LightGBM all
453,0.860561117450471,1,LightGBM all
454,0.8605458855323193,1,LightGBM all
455,0.8604370458581423,1,LightGBM all
456,0.8604068886524427,1,LightGBM all
457,0.8603905169034127,1,LightGBM all
458,0.860371958201011,1,LightGBM all
459,0.8601424486614767,1,LightGBM all
460,0.8601416101812033,1,LightGBM all
461,0.859685628803611,1,LightGBM all
462,0.8596777290691922,1,LightGBM all
463,0.8594214988745142,1,LightGBM all
464,0.8591973136560104,1,LightGBM all
465,0.8589696915719354,0,LightGBM all
466,0.8587257809388367,1,LightGBM all
467,0.8584072613785543,1,LightGBM all
468,0.8583976774423545,1,LightGBM all
469,0.8583215397411057,1,LightGBM all
470,0.8582095261431627,1,LightGBM all
471,0.8581929409023501,1,LightGBM all
472,0.8575097542338703,1,LightGBM all
473,0.8574337872349803,1,LightGBM all
474,0.8573726938529292,1,LightGBM all
475,0.8571773578697167,1,LightGBM all
476,0.8566626274363971,1,LightGBM all
477,0.8564004064435343,1,LightGBM all
478,0.8564004064435343,1,LightGBM all
479,0.856371309916861,1,LightGBM all
480,0.855883188924363,1,LightGBM all
481,0.8553334945830396,1,LightGBM all
482,0.8551239970951432,1,LightGBM all
483,0.8550649978391377,1,LightGBM all
484,0.8550606934094163,1,LightGBM all
485,0.8548357891400109,1,LightGBM all
486,0.8547764109815469,1,LightGBM all
487,0.8546476915760787,1,LightGBM all
488,0.8545744049799836,1,LightGBM all
489,0.8544361402188103,1,LightGBM all
490,0.854309294887869,1,LightGBM all
491,0.8542020551937388,1,LightGBM all
492,0.8541721229575355,1,LightGBM all
493,0.8541235426346707,1,LightGBM all
494,0.8541150277954386,1,LightGBM all
495,0.8540660191699327,1,LightGBM all
496,0.8540026689838945,1,LightGBM all
497,0.8535983471937097,1,LightGBM all
498,0.8534941536121922,1,LightGBM all
499,0.853364385378109,1,LightGBM all
500,0.8532920411266839,1,LightGBM all
501,0.8532158154100029,1,LightGBM all
502,0.8532103462481591,1,LightGBM all
503,0.8530719739420548,1,LightGBM all
504,0.8528170221738055,1,LightGBM all
505,0.8526006375915987,1,LightGBM all
506,0.8524519038997357,1,LightGBM all
507,0.8523619636886453,1,LightGBM all
508,0.8522311944947577,1,LightGBM all
509,0.8522049949696417,1,LightGBM all
510,0.8521914069225206,1,LightGBM all
511,0.8519716586505557,1,LightGBM all
512,0.8517647451612319,1,LightGBM all
513,0.8517478325303175,1,LightGBM all
514,0.8513471439207879,0,LightGBM all
515,0.8511631990215073,1,LightGBM all
516,0.8509365929609531,1,LightGBM all
517,0.8508531539170447,1,LightGBM all
518,0.8507236083084678,1,LightGBM all
519,0.850168186936497,1,LightGBM all
520,0.8501663720063373,1,LightGBM all
521,0.8499911578846686,1,LightGBM all
522,0.8499077747312035,1,LightGBM all
523,0.8497652661932602,1,LightGBM all
524,0.8496972255326734,1,LightGBM all
525,0.8495951408714135,1,LightGBM all
526,0.8495650140887087,1,LightGBM all
527,0.8492402447635429,1,LightGBM all
528,0.8491943780177639,1,LightGBM all
529,0.8490481116437828,1,LightGBM all
530,0.8490247597901892,1,LightGBM all
531,0.8487855270142928,1,LightGBM all
532,0.8483339597883257,1,LightGBM all
533,0.8482361902054667,1,LightGBM all
534,0.8482212129401266,1,LightGBM all
535,0.8481786631616695,1,LightGBM all
536,0.8481472518437888,1,LightGBM all
537,0.847914594800322,1,LightGBM all
538,0.8475284622938718,1,LightGBM all
539,0.847068573768856,1,LightGBM all
540,0.8470051081046683,1,LightGBM all
541,0.8470027359184912,1,LightGBM all
542,0.8469103507217086,1,LightGBM all
543,0.8468832923607057,1,LightGBM all
544,0.8466882402981197,1,LightGBM all
545,0.846489258404768,1,LightGBM all
546,0.8463392289337949,1,LightGBM all
547,0.8462204166008968,1,LightGBM all
548,0.8460160837005659,1,LightGBM all
549,0.8460073161145858,1,LightGBM all
550,0.8458500914638739,1,LightGBM all
551,0.8454076306611894,1,LightGBM all
552,0.8452835713558919,1,LightGBM all
553,0.8451741094615179,1,LightGBM all
554,0.8451724968136425,1,LightGBM all
555,0.8450412622551107,1,LightGBM all
556,0.844913200095812,1,LightGBM all
557,0.8447140547089549,1,LightGBM all
558,0.8440987824384555,1,LightGBM all
559,0.8440837413382186,1,LightGBM all
560,0.844026173377514,1,LightGBM all
561,0.8438834405224982,1,LightGBM all
562,0.8438231063557763,1,LightGBM all
563,0.8435838157425354,0,LightGBM all
564,0.8431696187015342,1,LightGBM all
565,0.8429382234603274,1,LightGBM all
566,0.8428389512574694,1,LightGBM all
567,0.84283735975079,1,LightGBM all
568,0.8428337428604394,1,LightGBM all
569,0.842214309892225,1,LightGBM all
570,0.8422053337543747,1,LightGBM all
571,0.8421990566924887,1,LightGBM all
572,0.8420172981055325,1,LightGBM all
573,0.8419834147133591,1,LightGBM all
574,0.8419250783882325,1,LightGBM all
575,0.8419053733133395,1,LightGBM all
576,0.8417849914376261,1,LightGBM all
577,0.8415271616142845,1,LightGBM all
578,0.8414320718778645,1,LightGBM all
579,0.8413126810175219,1,LightGBM all
580,0.8412054985852895,1,LightGBM all
581,0.8411560792220646,1,LightGBM all
582,0.8409298510783001,1,LightGBM all
583,0.8406905634779023,1,LightGBM all
584,0.8404162201089472,1,LightGBM all
585,0.8402740282483929,1,LightGBM all
586,0.8399405925050718,1,LightGBM all
587,0.839752311517756,1,LightGBM all
588,0.8395838983843075,1,LightGBM all
589,0.8395492520749858,1,LightGBM all
590,0.8395190739522005,1,LightGBM all
591,0.8392944575355754,1,LightGBM all
592,0.8391849249627568,1,LightGBM all
593,0.8390948951119866,1,LightGBM all
594,0.8390000312520294,1,LightGBM all
595,0.8388791268030037,1,LightGBM all
596,0.8385208136236645,1,LightGBM all
597,0.8384782024819311,1,LightGBM all
598,0.8384678624334587,1,LightGBM all
599,0.8383314717096804,1,LightGBM all
600,0.8379400518365033,1,LightGBM all
601,0.8378558724671833,1,LightGBM all
602,0.8375021009473469,1,LightGBM all
603,0.8374672982630552,1,LightGBM all
604,0.8372115912700171,1,LightGBM all
605,0.8370253605521585,1,LightGBM all
606,0.8369766167732082,1,LightGBM all
607,0.8369639837240135,1,LightGBM all
608,0.8368367240140365,1,LightGBM all
609,0.8367145722558732,1,LightGBM all
610,0.8363080078244794,1,LightGBM all
611,0.836235555107509,1,LightGBM all
612,0.8356390348842504,1,LightGBM all
613,0.8355615416224029,1,LightGBM all
614,0.835351171840002,1,LightGBM all
615,0.8351685575843405,1,LightGBM all
616,0.8350437308004299,1,LightGBM all
617,0.834215851678899,1,LightGBM all
618,0.8341788984427244,1,LightGBM all
619,0.8341697445551197,1,LightGBM all
620,0.8341420045305069,1,LightGBM all
621,0.8338974548087035,1,LightGBM all
622,0.8338205265403558,1,LightGBM all
623,0.8336138813579668,1,LightGBM all
624,0.8335580082345998,1,LightGBM all
625,0.8335164217494063,1,LightGBM all
626,0.8332811667358558,1,LightGBM all
627,0.833114145930671,1,LightGBM all
628,0.8330987625797277,1,LightGBM all
629,0.8328395741151602,1,LightGBM all
630,0.8328025505299947,0,LightGBM all
631,0.8327430635455184,1,LightGBM all
632,0.8326889512846412,1,LightGBM all
633,0.8325261447394764,1,LightGBM all
634,0.8324490642939903,1,LightGBM all
635,0.8324205649343431,1,LightGBM all
636,0.8323288424569385,1,LightGBM all
637,0.8322711163003225,1,LightGBM all
638,0.8320993016833113,1,LightGBM all
639,0.8319031101962053,1,LightGBM all
640,0.8317651501611316,1,LightGBM all
641,0.8316770643463466,1,LightGBM all
642,0.831558433348423,1,LightGBM all
643,0.8314971468310246,1,LightGBM all
644,0.8313811022237261,1,LightGBM all
645,0.8310166007180699,1,LightGBM all
646,0.8303433669872892,1,LightGBM all
647,0.8301279937362754,1,LightGBM all
648,0.8301004053149338,1,LightGBM all
649,0.8299216961016851,1,LightGBM all
650,0.8298267885254209,1,LightGBM all
651,0.8297658814461648,1,LightGBM all
652,0.8297184144847981,0,LightGBM all
653,0.8294610246891847,1,LightGBM all
654,0.8293267325614416,1,LightGBM all
655,0.8288911856340617,1,LightGBM all
656,0.8287967276133081,1,LightGBM all
657,0.8287200088293248,1,LightGBM all
658,0.8284959500879109,1,LightGBM all
659,0.8283861774861071,1,LightGBM all
660,0.8283673492247917,1,LightGBM all
661,0.828276978433836,1,LightGBM all
662,0.8281460179485625,1,LightGBM all
663,0.8281260972962743,1,LightGBM all
664,0.8280215832875643,1,LightGBM all
665,0.8279576012279143,1,LightGBM all
666,0.8276704762651346,1,LightGBM all
667,0.8276594650404316,1,LightGBM all
668,0.8276464520593366,0,LightGBM all
669,0.8276222940366897,1,LightGBM all
670,0.8275142399959192,1,LightGBM all
671,0.8274009699193332,1,LightGBM all
672,0.8272525393202297,1,LightGBM all
673,0.8270985036427253,1,LightGBM all
674,0.8269438224096374,1,LightGBM all
675,0.8264821320079545,1,LightGBM all
676,0.8263766231958455,0,LightGBM all
677,0.8262322233838292,1,LightGBM all
678,0.8262283060086411,1,LightGBM all
679,0.826074223810486,1,LightGBM all
680,0.826074223810486,1,LightGBM all
681,0.8260731057379047,1,LightGBM all
682,0.8259049770309314,1,LightGBM all
683,0.825831952534388,1,LightGBM all
684,0.8257514980126756,1,LightGBM all
685,0.8255342027939387,1,LightGBM all
686,0.8254386479641393,1,LightGBM all
687,0.825434816213906,1,LightGBM all
688,0.8254225759058003,1,LightGBM all
689,0.8250383440732114,1,LightGBM all
690,0.8248780674760164,1,LightGBM all
691,0.8248188704219909,1,LightGBM all
692,0.8247800769815948,1,LightGBM all
693,0.8246534801983412,1,LightGBM all
694,0.8245074322003292,1,LightGBM all
695,0.8244437622594907,1,LightGBM all
696,0.8242283622575899,1,LightGBM all
697,0.8241007403799421,1,LightGBM all
698,0.8238588215848996,1,LightGBM all
699,0.8237259430772671,1,LightGBM all
700,0.8236780521693812,0,LightGBM all
701,0.8233008388871853,1,LightGBM all
702,0.82321002416511,0,LightGBM all
703,0.8229731695794696,1,LightGBM all
